asn,name,cc,users,country_pct,internet_pct,samples
61519,COOP. DE PROVISION DE SERV ELECTRICOS Y OTROS SER PUBLICOS Y SERV SOCIALES Y DE CREDITO Y VIVI,AR,2327,0.01,0.0001,212
265783,COOP. LTDA. DE ELCTRICIDAD  OTROS SERVICIOS PUBLICOS DE TACURAL,AR,2327,0.01,0.0001,212
204996,TMNET,NO,2325,0.04,0.0001,537
204619,PRIMONET-AS PrimoNet LLC,UA,2324,0.01,0.0001,1283
201514,KASPOL-AS,PL,2323,0.01,0.0001,221
396983,CHATMOSS,US,2323,0.00,0.0001,444
32907,STTHOMAS,US,2323,0.00,0.0001,444
16954,TRT-NET,US,2323,0.00,0.0001,444
53460,MONCRETELCO,US,2323,0.00,0.0001,444
59671,BIT-AS,UA,2322,0.01,0.0001,1282
266950,Eaglenet Tecnologia Ltda - ME,BR,2322,0.00,0.0001,366
267167,VIRTUALI SOLUCOES EM TELECOMUNICACOES EIRELI,BR,2322,0.00,0.0001,366
271862,FIBER LINE SAC,PE,2322,0.01,0.0001,283
270855,J.Z COSTA SILVA ME,BR,2322,0.00,0.0001,366
58065,PACKETEXCHANGE,ZA,2321,0.01,0.0001,178
42546,UOS,UA,2321,0.01,0.0001,1281
213387,TESUNET,CZ,2321,0.03,0.0001,342
2594,ASN-CSI,IT,2320,0.01,0.0001,179
36351,SOFTLAYER,KR,2320,0.00,0.0001,660
131834,LEEKO-AS-KR LeeKo,KR,2320,0.00,0.0001,660
132530,BESTECTELECOMLTD-AS-AP Bestec Telecom Ltd.,BD,2319,0.01,0.0001,3488
16353,MERULA UK Routing,GB,2318,0.00,0.0001,334
21992,SSHA-ONE-ASN,CA,2318,0.01,0.0001,267
32453,ICANETWORK,CA,2318,0.01,0.0001,267
45447,YLESS4U-AS-AP YLess4U Regional Broadband,AU,2318,0.01,0.0001,273
36724,HCAS-3,US,2317,0.00,0.0001,443
11448,RG-FIBER,US,2317,0.00,0.0001,443
262937,StarByte Telecom,BR,2316,0.00,0.0001,365
265918,SMART LINCK TELECOMUNICACOES LTDA,BR,2316,0.00,0.0001,365
269018,FIBER NET LTDA - ME,BR,2316,0.00,0.0001,365
269657,MPLINE TELECOM LTDA,BR,2316,0.00,0.0001,365
271147,KERO NET PROVEDOR DE INTERNET EIRELI,BR,2316,0.00,0.0001,365
268866,JettCom Internet Banda Larga,BR,2316,0.00,0.0001,365
9009,M247,AR,2316,0.01,0.0001,211
268253,Nossanet Fibra Eireli,BR,2316,0.00,0.0001,365
263633,Wconect Wireless Informatica LTDA - ME,BR,2316,0.00,0.0001,365
207614,AS-FUENLAN FuenLan S.L,ES,2315,0.01,0.0001,149
207060,EJIE,ES,2315,0.01,0.0001,149
205241,VUNKERS,ES,2315,0.01,0.0001,149
50920,KABEL-BRAUNAU,AT,2314,0.03,0.0001,202
206287,LYSAFREE-NET,CZ,2314,0.03,0.0001,341
397377,ESTES-PARK,US,2312,0.00,0.0001,442
394723,FCS-AS-1,US,2312,0.00,0.0001,442
208145,TEL-NET-AS,PL,2312,0.01,0.0001,220
40805,JMF-WAVEFLY,US,2312,0.00,0.0001,442
33438,STACKPATH,PL,2312,0.01,0.0001,220
204744,SAMNET-AS,PL,2312,0.01,0.0001,220
136880,SMSNET-AS-ID PT. Sumatra Multimedia Solusi,ID,2311,0.00,0.0001,1415
271941,NUNEZ DE LA ROSA RICHARD DALTON ECONTEL ECUADOR,EC,2311,0.02,0.0001,364
3367,F6NET,CA,2310,0.01,0.0001,266
53239,Companhia de Governanca Eletronica do Salvador,BR,2309,0.00,0.0001,364
266510,Open Computadores LTDA ME,BR,2309,0.00,0.0001,364
268522,STASIAK E CIA LTDA ME,BR,2309,0.00,0.0001,364
328819,BPL-AS,ZA,2308,0.01,0.0001,177
59263,UMT-AS Universiti Malaysia Terengganu,MY,2308,0.01,0.0001,1468
36692,OPENDNS,IT,2307,0.01,0.0001,178
32787,PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK,US,2307,0.00,0.0001,441
34618,PROMETEO-AS,IT,2307,0.01,0.0001,178
204889,TOBI-AS,CZ,2307,0.03,0.0001,340
262168,COLINANET S.A.,PE,2306,0.01,0.0001,281
58453,CMI-INT-HK Level 30  Tower 1,HK,2305,0.03,0.0001,2145
265722,LA RED WIFI SOCIEDAD DE HECHO,AR,2305,0.01,0.0001,210
268631,CALU.COM TELECOM,BR,2303,0.00,0.0001,363
269507,PRISSMA SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,BR,2303,0.00,0.0001,363
136917,IFRA-AS-AP IFRA NETWORK,BD,2303,0.01,0.0001,3464
135132,DNI-PH Dreamscape Networks Inc.,PH,2303,0.00,0.0001,1126
262447,IMG BRASIL TELECOMUNICACOES LTDA,BR,2303,0.00,0.0001,363
61863,TVAC TV ANTENA COMUNITARIA LTDA EPP,BR,2303,0.00,0.0001,363
56587,ASCITADEL,UA,2303,0.01,0.0001,1271
203741,SKYDATA-AS,PL,2302,0.01,0.0001,219
23175,POGOZONE,US,2302,0.00,0.0001,440
57594,FAN-TEX * NETIA *,PL,2302,0.01,0.0001,219
198235,GRAKOM-AS,PL,2302,0.01,0.0001,219
394468,WAVE-WIRELESS-LLC,US,2302,0.00,0.0001,440
396316,FULL-THROTTLE,CA,2301,0.01,0.0001,265
39964,MTI-AS1,CA,2301,0.01,0.0001,265
48348,CLOUDBUILDERS,ES,2300,0.01,0.0001,148
205345,HORALNET,CZ,2300,0.03,0.0001,339
200336,PCSTAR,ES,2300,0.01,0.0001,148
208847,ASFRYZL,CZ,2300,0.03,0.0001,339
208167,RAJTKOM-AS,UA,2299,0.01,0.0001,1269
47203,KTKRU-AS,UA,2299,0.01,0.0001,1269
197886,FLS-NET,HU,2298,0.03,0.0001,639
196900,AXALNET-AS,SK,2298,0.05,0.0001,343
209429,MAX-TELEKOM,SK,2298,0.05,0.0001,343
269877,SERVICIO DE TELECOMUNICACIONES 7NET LIMITADA,CL,2297,0.01,0.0001,608
31631,TELCOM Telcom Networks,GB,2297,0.00,0.0001,331
61714,supercore tecnologia e informatica eirelli,BR,2297,0.00,0.0001,362
63304,HILLTOP-BROADBAND,US,2296,0.00,0.0001,439
132462,BEMOBILESI-AS-AP Bemobile Solomon Islands Ltd,SB,2296,2.46,0.0001,656
18816,ANDREWCORP-AOP,US,2296,0.00,0.0001,439
133707,LAPOINTE-AS La Pointe Telecom Solutions Pvt Ltd,IN,2295,0.00,0.0001,762
18747,IFX18747,AR,2294,0.01,0.0001,209
263715,EMPRESA DE SERVICIOS Y APLICACIONES TECNOLOGICAS SRL,AR,2294,0.01,0.0001,209
11237,UNIVERSIDAD EAFIT,CO,2292,0.01,0.0001,293
13335,CLOUDFLARENET,CA,2292,0.01,0.0001,264
28381,Grupo Hidalguense de Desarrollo  S.A. de C.V.,MX,2292,0.00,0.0001,845
51262,INTERNETGROUP,CH,2292,0.03,0.0001,124
58334,DAWIS_IT,PL,2291,0.01,0.0001,218
136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,GB,2290,0.00,0.0001,330
53238,Chapeco Tecnologia em Telecomunicacoes Ltda.,BR,2290,0.00,0.0001,361
271394,Pedro Ernani Goncalves Mansinho,BR,2290,0.00,0.0001,361
265886,Universo Digital Telecomunicacoes LTDA ME,BR,2290,0.00,0.0001,361
47886,EQUINIX-NL-ASN,NL,2289,0.01,0.0001,386
263248,GCI SERVICE PROVIDER S.A.,CR,2288,0.05,0.0001,1254
44493,CHELYABINSK-SIGNAL-AS,SG,2288,0.04,0.0001,1244
205619,ASVESNET,CZ,2287,0.03,0.0001,337
205753,SKYSTAR-AS,UA,2286,0.01,0.0001,1262
140122,OMNETIPL-AS-IN Omnet Infratech Pvt Ltd,IN,2286,0.00,0.0001,759
19627,SOCANTEL-001,US,2286,0.00,0.0001,437
201336,IGA-ASN01,TR,2284,0.00,0.0001,515
201500,AS_CASARICHE,ES,2284,0.01,0.0001,147
200793,AORACONECTA,ES,2284,0.01,0.0001,147
263891,TURBONET INFO E TELECOM,BR,2284,0.00,0.0001,360
263344,wr net informatica e telecomunicacoes ltda,BR,2284,0.00,0.0001,360
263931,R C ALMEIDA DA SILVA,BR,2284,0.00,0.0001,360
202422,GHOST,AU,2284,0.01,0.0001,269
211356,MYTVALB,AL,2283,0.10,0.0001,3373
267847,COPESNA LTDA.,AR,2283,0.01,0.0001,208
265642,INETAMERICAS COMUNICACIONES LIMITADA,CL,2282,0.01,0.0001,604
199039,CAMPANIACOM-AS,IT,2281,0.01,0.0001,176
15165,MTC-LRCOMMUNICATIONS,US,2281,0.00,0.0001,436
205727,ARUBA,PL,2281,0.01,0.0001,217
400080,GRUNDY-CENTER-MUNICIPAL-01,US,2281,0.00,0.0001,436
50140,YALTA-AS,UA,2279,0.01,0.0001,1258
266579,Oni Servico de Comunicacao e Multimidia Ltda,BR,2278,0.00,0.0001,359
270934,Silva de Sa Informatica LTDA,BR,2278,0.00,0.0001,359
267329,YOUSER TELECOMUNICACOES LTDA,BR,2278,0.00,0.0001,359
267113,CLICKCONNECT SOLUCOES EM INTERNET E TECNOLOGIA,BR,2278,0.00,0.0001,359
202423,MGNHOST-AS,NL,2277,0.01,0.0001,384
398232,CONNECTANZA,US,2276,0.00,0.0001,435
149041,SIMPLIFYIT-AS-AP Simplify IT,BD,2276,0.01,0.0001,3423
62510,NESATX,US,2276,0.00,0.0001,435
207980,AM-TINSLLC,AM,2275,0.10,0.0001,426
62208,ASLINERBEL,BY,2274,0.03,0.0001,682
204408,OL-DP-UA-AS,UA,2274,0.01,0.0001,1255
58474,MANGONET-AS-ID PT. MATRIXNET GLOBAL INDONESIA,ID,2274,0.00,0.0001,1392
200848,LUMINET2,CZ,2273,0.03,0.0001,335
34092,TVCOM-AS,UA,2272,0.01,0.0001,1254
265708,WARI.NET COMUNICACIONES S.R.L,AR,2272,0.01,0.0001,207
269957,LOGANET SRL,AR,2272,0.01,0.0001,207
34916,DNET-AS Theodor Pallady  3 X1  D  169,RO,2271,0.02,0.0001,819
12905,ACS-SK-AS,SK,2271,0.05,0.0001,339
52773,INTERMICRO INFORMATICA DE ITAPERUNA LTDA,BR,2271,0.00,0.0001,358
24314,UPSI-AS-AP University Pendidikan Sultan Idris,MY,2271,0.01,0.0001,1444
270803,D. P. da Silva Comunicacao Multimidia,BR,2271,0.00,0.0001,358
139835,MSPUSPITATELECOM-AS-AP Puspita Telecom,BD,2271,0.01,0.0001,3415
133012,CONL-AS-AP Cocoa Oriental Network Limited,HK,2271,0.03,0.0001,2114
270548,FLECHA NETWORK TELECOMUNICACOES LTDA,BR,2271,0.00,0.0001,358
137666,UDAAN-AS Udaan Internet Services Pvt Ltd,IN,2271,0.00,0.0001,754
395810,HCAS-2,US,2270,0.00,0.0001,434
40245,WAKE-FOREST-UNIVERSITY,US,2270,0.00,0.0001,434
47066,PRGMR,US,2270,0.00,0.0001,434
28424,DISTROKOM S DE RL DE CV,MX,2270,0.00,0.0001,837
63457,EMPIRE-CONNECT,US,2270,0.00,0.0001,434
204062,ETELECOM,ES,2269,0.01,0.0001,146
203978,RIOTELECOMM-SUR,ES,2269,0.01,0.0001,146
210148,ASORVIS,ES,2269,0.01,0.0001,146
24771,FIAT-AS2,IT,2268,0.01,0.0001,175
132956,VNET-AS V NET NETWORKS PVT LTD,IN,2268,0.00,0.0001,753
34315,MAXNET-AS,CZ,2266,0.03,0.0001,334
39505,VESTITEL-AS,BG,2266,0.05,0.0001,1429
139343,WENET-AS-AP WENET,BD,2265,0.01,0.0001,3407
46853,SWTEXAS,US,2265,0.00,0.0001,433
263385,CSNET TELECOM LTDA,BR,2265,0.00,0.0001,357
269200,CONNECT TELECOMUNICACOES LTDA,BR,2265,0.00,0.0001,357
32883,LOGONIX,US,2265,0.00,0.0001,433
47849,NETCOMLAN-AS,BG,2263,0.05,0.0001,1427
131357,DUYTAN-AS-VN Duy Tan University,VN,2262,0.00,0.0001,425
9761,ASIANA-AS ASIANAIDT,KR,2261,0.00,0.0001,643
13032,AS13032,UA,2261,0.01,0.0001,1248
263815,JUAN SEBASTIAN LABORDA PREMIER TECNOLOGIA GLOBAL DE CONEXION,AR,2261,0.01,0.0001,206
263190,CATTANEO LUIS EDUARDO VELOSTAR,AR,2261,0.01,0.0001,206
212330,IRAQIXP,MY,2261,0.01,0.0001,1438
328835,Easy-BroadBand,KE,2260,0.02,0.0001,1079
26076,INFINITECOM,US,2260,0.00,0.0001,432
64225,VYVE BROADBAND,US,2260,0.00,0.0001,432
269347,R.E. DUTRA PROVEDOR DE INTERNET,BR,2259,0.00,0.0001,356
264641,LanProject SPA,CL,2259,0.01,0.0001,598
271072,ULTRAFIBRA NET REPRESENTACOES TELECOM EIRELI,BR,2259,0.00,0.0001,356
265226,UNITLECOM JOAO PAULO FARIAS DE ARAUJO EIRELI,BR,2259,0.00,0.0001,356
16583,CFCS,CA,2258,0.01,0.0001,260
396982,GOOGLE-CLOUD-PLATFORM,FI,2257,0.05,0.0001,302
62059,CONWAYBB16-AS,IE,2256,0.05,0.0001,675
208578,MACROTEL-AS,IT,2255,0.01,0.0001,174
13886,CLOUD-SOUTH,US,2255,0.00,0.0001,431
197707,ASVEKO,UA,2255,0.01,0.0001,1245
19616,ACCESS-OHIO,US,2255,0.00,0.0001,431
4954,CARR,US,2255,0.00,0.0001,431
202047,IPSECURITY,ES,2253,0.01,0.0001,145
209688,TELERED-AS,ES,2253,0.01,0.0001,145
268296,BARRANET TELECOMUNICACOES LTDA,BR,2252,0.00,0.0001,355
264031,BRASILNETWORKS SOLUCOES DIGITAIS LTDA ME,BR,2252,0.00,0.0001,355
264004,Matek Solucoes de Informatica Ltda,BR,2252,0.00,0.0001,355
268274,JE INFORMATICA LTDA,BR,2252,0.00,0.0001,355
268462,FIBROU TELECOM,BR,2252,0.00,0.0001,355
61996,ILLUSION-NET,BG,2252,0.05,0.0001,1420
262621,LIMA & VICENTE Diversoes Eletronicas LTDA,BR,2252,0.00,0.0001,355
56681,FASTNET-AS,HR,2251,0.09,0.0001,2325
263716,SIDECOM SRL,AR,2250,0.01,0.0001,205
29615,PORTODIGITAL-AS,PT,2250,0.03,0.0001,805
137522,OERL-AS-AP Origin Energy Retail Limited,AU,2250,0.01,0.0001,265
269978,SZOK NAHUEL SANTOS PASCUAL EL TREBOL ISP,AR,2250,0.01,0.0001,205
42547,INSPORT,PL,2249,0.01,0.0001,214
29414,ASN-BIAMAN-COM MSK BIAMAN,PL,2249,0.01,0.0001,214
3633,PROVINCE-OF-BRITISH-COLUMBIA,CA,2249,0.01,0.0001,259
266831,MONGELOS ARCE MARCIALDELTA NETWORKS,PY,2249,0.04,0.0001,144
39531,ALTER-NET-AS Zorilor Nr 11 Sf Gheorghe,RO,2249,0.02,0.0001,811
33236,HREC-AS-01,US,2249,0.00,0.0001,430
200582,ORG-LO31-RIPE,UA,2248,0.01,0.0001,1241
139925,STPL-AS-AP SharkNet Telecom Pvt. Ltd.,PK,2247,0.01,0.0001,2088
62651,NETPROTECT-62651,NL,2247,0.01,0.0001,379
262986,Radionet Telecom,BR,2246,0.00,0.0001,354
264060,INFINIT SOLUTIONS LTDA - ME,BR,2246,0.00,0.0001,354
61109,STWIMST,AT,2245,0.03,0.0001,196
328500,AMC-Telecom,CG,2245,0.42,0.0001,343
14373,UTMB,US,2244,0.00,0.0001,429
13208,NEWTELSOLUTIONS-AS Channel Islands,JE,2242,2.34,0.0001,736
201341,CENTURION-INTERNET-SERVICES,SE,2242,0.02,0.0001,359
47406,RLNET-AS,IT,2242,0.01,0.0001,173
131467,EGNC-AS Unified National Networks,BN,2242,0.46,0.0001,2709
42175,EQUINOR-AS,NO,2242,0.04,0.0001,518
39305,CONVERGENCE-,FR,2242,0.00,0.0001,192
28977,UN-UNLB,IT,2242,0.01,0.0001,173
204504,AS-CODING,IT,2242,0.01,0.0001,173
25147,SOFIANET,BG,2241,0.05,0.0001,1413
132169,KBZONLINE-AS-AP Kbz Online,BD,2241,0.01,0.0001,3370
33105,HDSB,CA,2240,0.01,0.0001,258
266267,LIGUENET TELECOM LTDA - EPP,BR,2240,0.00,0.0001,353
268117,RAFAEL FERNANDES DE MEDEIROS,BR,2240,0.00,0.0001,353
39171,GW-AS Centrum Uslug Informatycznych,PL,2239,0.01,0.0001,213
54448,GREENFIELD-COMMUNICATIONS,US,2239,0.00,0.0001,428
209543,POINTTELECOM,ES,2238,0.01,0.0001,144
208738,CARCON,ES,2238,0.01,0.0001,144
58065,PACKETEXCHANGE,ES,2238,0.01,0.0001,144
4637,ASN-TELSTRA-GLOBAL Telstra Global,PH,2236,0.00,0.0001,1093
135423,TIM-GNS-AS-AP Total Information Management Corporation,PH,2236,0.00,0.0001,1093
132347,MIKIPRO-AS-AP MikiPro Ltd,NZ,2236,0.05,0.0001,340
34579,SOYUZ-AS,UA,2236,0.01,0.0001,1234
3214,XTOM xTom,GB,2235,0.00,0.0001,322
138659,CYBERLINK-AS-AP Cyberlink Online,BD,2235,0.01,0.0001,3362
6648,BAYAN-TELECOMMUNICATIONS Bayan Telecommunications  Inc.,PH,2234,0.00,0.0001,1092
394917,SDUSD,US,2234,0.00,0.0001,427
39194,VSP,FI,2234,0.05,0.0001,299
1761,TDIR-CAPNET,US,2234,0.00,0.0001,427
202909,TELETRONIC-AS,AT,2234,0.03,0.0001,195
271018,Alexandre B. de Souza,BR,2233,0.00,0.0001,352
44384,Crossan CableComm Ltd,IE,2233,0.05,0.0001,668
268621,KEEPNET TELECOMUNICACOES LTDA ME,BR,2233,0.00,0.0001,352
270745,fradenet servicos de comunicacao multimidia eireli,BR,2233,0.00,0.0001,352
266361,JARBAS PASCHOAL BRAZIL JUNIOR INFORMATICA,BR,2233,0.00,0.0001,352
268068,TRAUDI INES SEHNEM,BR,2233,0.00,0.0001,352
49573,ASJIMMY,CZ,2233,0.03,0.0001,329
269667,Ronaldo Souza Correia -ME,BR,2233,0.00,0.0001,352
9271,WKUNET-AS Wonkwang University,KR,2232,0.00,0.0001,635
139369,UTARAMEDIANET-AS-ID PT. UTARA NUSA MEDIA,ID,2231,0.00,0.0001,1366
39823,COMPIC # uplinks,EE,2230,0.19,0.0001,655
59711,HZ-EU-AS,EE,2230,0.19,0.0001,655
6663,TTI-NET,HU,2229,0.03,0.0001,620
59163,GLAU-AS-IN GLA University,IN,2229,0.00,0.0001,740
264726,EMPRESA DE TELECOMUNICACIONES Y SERVICIOS AUDIOVISUALES SOC. DEL ESTADO,AR,2228,0.01,0.0001,203
207114,SKYNET-AS,UA,2228,0.01,0.0001,1230
56945,NEANET-AS,PL,2228,0.01,0.0001,212
27774,Haiti Networking Group S.A.,HT,2228,0.16,0.0001,2936
14971,PINETEL,US,2228,0.00,0.0001,426
39365,MICROLINES-AS,LV,2228,0.14,0.0001,655
29062,VOKS-AS VOKS ISP Autonomus system,UA,2228,0.01,0.0001,1230
270584,Bhnet Telecomunicacoes,BR,2227,0.00,0.0001,351
269127,LAIZA S. L. DE ALMEIDA ME,BR,2227,0.00,0.0001,351
265599,MANUEL GARCIA RAMIREZ,MX,2227,0.00,0.0001,821
269695,SYSTEMCOMP INFORMATICA E TELECOMUNICACAO EIRELI,BR,2227,0.00,0.0001,351
135873,JMDTEC-AS Jmd Internet And Services Pvt Ltd,IN,2226,0.00,0.0001,739
174,COGENT-174,GR,2225,0.03,0.0001,2443
5006,VOYANT,US,2223,0.00,0.0001,425
22594,UNI-NET-ASN,US,2223,0.00,0.0001,425
142580,EOPL-AS-AP Edgevirt,US,2223,0.00,0.0001,425
133598,AFIENTRP-AS Afi Enterprises,IN,2223,0.00,0.0001,738
14877,PENNREN,US,2223,0.00,0.0001,425
211580,ALTURGELLFIBRA-AS,ES,2222,0.01,0.0001,143
270923,FENIX BRASIL,BR,2221,0.00,0.0001,350
268025,Perszel Telecom LTDA - ME,BR,2221,0.00,0.0001,350
136003,INTERNETFACTORY-AS-AP Internet Factory,BD,2221,0.01,0.0001,3340
328649,Danons-Group-AS,BF,2221,0.05,0.0001,130
131735,IDNIC-TNC-ID PT Telemedia Network Cakrawala,ID,2221,0.00,0.0001,1360
265990,SPEEDNET TECNOLOGIA DIGITAL LTDA-ME,BR,2221,0.00,0.0001,350
267962,GT NET SERVICOS DE PROVEDORES LTDA ME,BR,2221,0.00,0.0001,350
55682,FIBERMEDIA-AS-ID PT. Fiber Media Indonesia,ID,2221,0.00,0.0001,1360
56828,NORWEGIANHEALTHNETWORK,NO,2221,0.04,0.0001,513
268886,WILLYNET PROVEDOR,BR,2221,0.00,0.0001,350
134506,DNET2-AS-AP DNET,BD,2219,0.01,0.0001,3338
209208,POBIEDA-AS,PL,2218,0.01,0.0001,211
35215,MERITA,PL,2218,0.01,0.0001,211
16437,INFINITY-BROADBAND-LTD,US,2218,0.00,0.0001,424
198377,ETERNAL-AS,PL,2218,0.01,0.0001,211
51769,ELWICO,PL,2218,0.01,0.0001,211
7016,CCCH-3,US,2218,0.00,0.0001,424
11663,SUG-1,US,2218,0.00,0.0001,424
269987,PABLO MARTIN HEGUIABEHERE DEXTER WIFI,AR,2217,0.01,0.0001,202
265760,PECHIEU GASTON,AR,2217,0.01,0.0001,202
269809,ESTRELLA JORGE ALBERTO GLOBALWIFI,AR,2217,0.01,0.0001,202
264808,Gobierno de Mendoza - Ministerio de Hacienda,AR,2217,0.01,0.0001,202
328714,Lucert-Tech,ZA,2217,0.01,0.0001,170
702,UUNET,IT,2216,0.01,0.0001,171
44651,COMUNIQUE,HU,2215,0.03,0.0001,616
269761,CAVNET S.A.,EC,2215,0.02,0.0001,349
397033,MASKICOM,CA,2214,0.01,0.0001,255
266253,C A DE SOUZA - EPP,BR,2214,0.00,0.0001,349
264308,RM INFORMATICA LTDA,BR,2214,0.00,0.0001,349
204957,GREENFLOID-AS,CA,2214,0.01,0.0001,255
327798,BERNET,BI,2214,0.30,0.0001,380
53071,Tecnoasp Tecnologia e Servicos de Comunicacao Ltda,BR,2214,0.00,0.0001,349
40191,AS-PRE2POST-1,CA,2214,0.01,0.0001,255
268747,L C S WIFI LTDA,BR,2214,0.00,0.0001,349
270915,Nova Web Telecom,BR,2214,0.00,0.0001,349
263897,Jr Conect Solucoes Em Rede Ltda - ME,BR,2214,0.00,0.0001,349
16716,LIVINGSTON-AS,US,2213,0.00,0.0001,423
40588,WELLSPAN-WOC-AS,US,2213,0.00,0.0001,423
29035,DANET-AS,UA,2212,0.01,0.0001,1221
174,COGENT-174,AE,2212,0.02,0.0001,489
267813,REPRESENTACIONES ABANET  C.A.,VE,2211,0.01,0.0001,240
37087,STLGHANA,GH,2211,0.02,0.0001,1053
49774,INTERLINK-BANAT-AS Intrarea Joseph Haydn Nr 3,RO,2210,0.02,0.0001,797
11624,AS-COLLINS,US,2208,0.00,0.0001,422
139190,GOOGLE-AS-AP Google Asia Pacific Pte. Ltd.,ID,2208,0.00,0.0001,1352
45177,DEVOLI-AS-AP Devoli,AU,2208,0.01,0.0001,260
262708,G R Servicos de Comunicacao Multimidia Ltda. ME,BR,2208,0.00,0.0001,348
30849,HOST-AS,UA,2208,0.01,0.0001,1219
269413,SEMPRENET TELECOM - PROVEDOR DE TELECOMUNICACOES L,BR,2208,0.00,0.0001,348
270306,PHX TELECOM,BR,2208,0.00,0.0001,348
269635,SC TELECOMUNICACOES LTDA,BR,2208,0.00,0.0001,348
265885,CONNECTCONQUISTA INTERNET EIRELI,BR,2208,0.00,0.0001,348
141288,NISER-AS-IN National Institute Of Science Education And Research Bhubaneswar,IN,2208,0.00,0.0001,733
268288,JUPITTER TELECOM PROVEDOR LTDA ME,BR,2208,0.00,0.0001,348
45539,VTCWLB-AS-VN VTCWLB-,VN,2208,0.00,0.0001,415
267011,Virtual Internet,BR,2208,0.00,0.0001,348
271014,MDN Network,BR,2208,0.00,0.0001,348
55403,PTTDIGITAL-AS-AP PTT Digital Solutions Company Limited,TH,2207,0.00,0.0001,487
208348,DOMYNET-AS,PL,2207,0.01,0.0001,210
202209,TVTRYAVNA-AS,BG,2207,0.05,0.0001,1392
202599,UNIKANETKOM,ES,2206,0.01,0.0001,142
52330,S3WIRELESS COLOMBIA S.A,CO,2206,0.01,0.0001,282
57286,ASGIGAS,ES,2206,0.01,0.0001,142
58329,RACKPLACE,NL,2206,0.01,0.0001,372
55690,ANDIRA-AS-ID PT Andira Infomedia,ID,2205,0.00,0.0001,1350
138220,SSBTPL-AS-IN Sasa Broadband Technologies Pvt. Ltd.,IN,2205,0.00,0.0001,732
141257,COMPUTER-AS-IN Om Computer World,IN,2205,0.00,0.0001,732
13171,BSU,BY,2204,0.03,0.0001,661
147106,IDNIC-GESITNET-AS-ID PT Global Erasiber Teknologi,ID,2203,0.00,0.0001,1349
265788,Denis Javier Rodriguez GuzmanBRYMANET,HN,2203,0.06,0.0001,527
270294,LIKELINK SERVICOS LTDA,BR,2202,0.00,0.0001,347
34985,NETINNOVATIONLLC-AS-AP Net Innovation LLC,US,2202,0.00,0.0001,421
267264,Jrfiber servicos de comunicacao,BR,2202,0.00,0.0001,347
267497,GL TELECOM LTDA - ME,BR,2202,0.00,0.0001,347
11155,DELIGHTSPEED-01,US,2202,0.00,0.0001,421
46543,UMB,US,2202,0.00,0.0001,421
269111,Netlink Provedor,BR,2202,0.00,0.0001,347
135645,SURESTEPROPERTIES-AS-AP Sureste Properties  Inc.,PH,2201,0.00,0.0001,1076
39875,W3Z,GB,2200,0.00,0.0001,317
135673,FUTURENET-AS-AP Future.Net,BD,2199,0.01,0.0001,3308
158,ERI-AS,SE,2199,0.02,0.0001,352
36988,Africell-Lintel,TR,2199,0.00,0.0001,496
9486,KMITL-AP King Mongkuts Institute of Technology Ladkrabang,TH,2198,0.00,0.0001,485
146953,TBC-AS-AP Touchnet Broadband Connection,BD,2198,0.01,0.0001,3306
26898,LNOCA-ORG,US,2197,0.00,0.0001,420
25506,TVP-AS,PL,2197,0.01,0.0001,209
28394,Bicentel SA de CV,MX,2197,0.00,0.0001,810
16824,HARLANNET-ASN,US,2197,0.00,0.0001,420
271053,POWERNET TELECOMUNICACOES,BR,2195,0.00,0.0001,346
267496,PAK TELECOMUNICACOES E TECNOLOGIA DA INFORMACAO EI,BR,2195,0.00,0.0001,346
36183,AKAMAI-AS,FR,2195,0.00,0.0001,188
22363,PHMGMT-AS1,FR,2195,0.00,0.0001,188
263542,Sitnet Provider,BR,2195,0.00,0.0001,346
28618,Linktel Telecom do Brasil Ltda,BR,2195,0.00,0.0001,346
42837,EXTRALINE,KG,2194,0.07,0.0001,243
37166,KENYA-AIRWAYS,KE,2193,0.02,0.0001,1047
17929,JPMC-AP JPMorgan Chase APTI,US,2192,0.00,0.0001,419
32027,POS-ASN,US,2192,0.00,0.0001,419
131386,LVSS-AS-VN Long Van System Solution JSC,VN,2192,0.00,0.0001,412
29475,CCS-ODESSA,UA,2192,0.01,0.0001,1210
136897,ENJOYVC-AS-AP Enjoyvc Cloud Group Limited.,US,2192,0.00,0.0001,419
204581,MOVITEL,ES,2191,0.01,0.0001,141
209855,CALPENETWORKS1,ES,2191,0.01,0.0001,141
205051,CONNETTA,IT,2190,0.01,0.0001,169
57111,ALTITUD,IT,2190,0.01,0.0001,169
328400,Powercloud-AS,ZA,2190,0.01,0.0001,168
269598,NOVA ERA TELECOMUNICACOES - SERVICOS DE INTERNET,BR,2189,0.00,0.0001,345
270943,FIBINET NETWORKS TELECOMUNICACOES LTDA,BR,2189,0.00,0.0001,345
263408,gilberto spiller me,BR,2189,0.00,0.0001,345
270321,B Q LEITE - SERVICOS DE COMUNICACAO,BR,2189,0.00,0.0001,345
11342,PATHWAY,CA,2188,0.01,0.0001,252
37206,BOU,UG,2188,0.02,0.0001,230
35664,CONYSAT-AS,RO,2188,0.02,0.0001,789
